Point_ID,UTM_E,UTM_N,DATUM,ELEV,Transect_ID,Point_no,YR_Treated,Treatment_Description,FACTS_ID,Sale_Name
EMFWOR_SAGT2-04,731871.301,4692524.654,NAD83 Z10,2109,EMFWOR_SAGT2,4,2017,"CFLR prescription, Thinning noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS- completed date 22 Nov 2017 (unit 15) and 15 Dec 2017 (unit 17, 150m ONLY)","L110000364, L110000366","LILSTEW1 TSA UNIT 15, LILSTEW1 TSA UNIT 17"
EMFWOR_SAGT2-05,731872.479,4692835.555,NAD83 Z10,2105,EMFWOR_SAGT2,5,2017,"CFLR prescription, Thinning noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS- completed date 22 Nov 2017",L110000364,LILSTEW1 TSA UNIT 15
EMFWOR_SAGT2-06,731865.767,4693127.274,NAD83 Z10,2083,EMFWOR_SAGT2,6,2017,"CFLR prescription, Thinning noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS- completed date 22 Nov 2017",L110000364,LILSTEW1 TSA UNIT 15
EMFWOR_SAGT2-07,731573.356,4693129.201,NAD83 Z10,2085,EMFWOR_SAGT2,7,2017,"CFLR prescription, Thinning noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS- completed date 22 Nov 2017",L110000364,LILSTEW1 TSA UNIT 15
EMFWOR_SAGT2-08,731279.639,4693126.095,NAD83 Z10,2045,EMFWOR_SAGT2,8,2017,"CFLR prescription, Thinning noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS- completed date 22 Nov 2017",L110000364,LILSTEW1 TSA UNIT 15
EMFWOR_SAGT2-09,730966.898,4693132.36,NAD83 Z10,2048,EMFWOR_SAGT2,9,999,,,
EMFWOR_SAGT2-10,730684.954,4693125.59,NAD83 Z10,1986,EMFWOR_SAGT2,10,2017,"Aspen Trt 2017 (unit NWA 1075B), CFLR prescription, Harvest noted during visit 1 (18 May 2018), Commercial thin and pre-commercial thin noted in FACTS - completed date 20 Sep 2018",L110000371,LILSTEW1 TSA UNIT 22
EMFWOR_SWRC1-01,731569.516,4656523.122,NAD83 Z10,2156,EMFWOR_SWRC1,1,2016,"Aspen Trt 2016 (unit SWA 4007, 150m ONLY)",,
EMFWOR_SWRC1-02,731567.743,4656832.652,NAD83 Z10,2144,EMFWOR_SWRC1,2,2016,Aspen Trt 2016 (unit SWA 4007),,
EMFWOR_SWRC1-03,731568.241,4657132.667,NAD83 Z10,2110,EMFWOR_SWRC1,3,999,"CFLR Control, no harvest",,
EMFWOR_SWRC1-04,731571.114,4657429.434,NAD83 Z10,2041,EMFWOR_SWRC1,4,999,"CFLR Control, no harvest",,
EMFWOR_SWRC1-05,731586.22,4657736.832,NAD83 Z10,1964,EMFWOR_SWRC1,5,999,"CFLR Control, no harvest",,
EMFWOR_SWRC1-06,731570.378,4658035.008,NAD83 Z10,1925,EMFWOR_SWRC1,6,2016,Aspen trt (unit SWA4007) noted during visit 1 (14 Jun 2017),,
EMFWOR_SWRC1-07,731872.085,4658027.589,NAD83 Z10,1950,EMFWOR_SWRC1,7,999,"CFLR Control, no harvest",,
EMFWOR_SWRC1-08,731880.948,4658331.566,NAD83 Z10,1919,EMFWOR_SWRC1,8,2016,Aspen Trt 2016 (unit SWA 4006),,
EMFWOR_SWRC1-09,731875.796,4658630.781,NAD83 Z10,1897,EMFWOR_SWRC1,9,2016,Aspen Trt 2016 (unit SWA 4006) noted during visit 1 (14 Jun 2017),,
EMFWOR_SWRC1-10,731880.758,4658930.398,NAD83 Z10,1912,EMFWOR_SWRC1,10,2016,Aspen Trt 2016 (unit SWA 4006) noted during visit 1 (14 Jun 2017),,
EMFWOR_SWRC2-01,734581.773,4657725.082,NAD83 Z10,2091,EMFWOR_SWRC2,1,2016,"Aspen Trt 2016 (units SWA 4001 and SWA 4002), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-02,734570.858,4658039.017,NAD83 Z10,2078,EMFWOR_SWRC2,2,2016,"Aspen trt (unit SWA 4001), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-03,734576.485,4658324.597,NAD83 Z10,2061,EMFWOR_SWRC2,3,2016,"Aspen trt (unit SWA 4001), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-04,734869.408,4658318.283,NAD83 Z10,2049,EMFWOR_SWRC2,4,2016,"Aspen trt (unit SWA 4001), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-05,734866.515,4658633.737,NAD83 Z10,2031,EMFWOR_SWRC2,5,2016,"Aspen trt (unit SWA 4001), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-06,735171.618,4658632.417,NAD83 Z10,2019,EMFWOR_SWRC2,6,2016,"Aspen trt (unit SWA 4001), noted during visit 1 (24 May 2017), patchy pile burning of conifers w/ infrequent carry into live trees",,
EMFWOR_SWRC2-07,735469.87,4658629.559,NAD83 Z10,1976,EMFWOR_SWRC2,7,999,"CFLR Control, no harvest",,
EMFWOR_SWRC2-08,735471.766,4658912.877,NAD83 Z10,1926,EMFWOR_SWRC2,8,999,"CFLR Control, no harvest",,
EMFWOR_SWRC2-09,735469.817,4659225.523,NAD83 Z10,1881,EMFWOR_SWRC2,9,999,"CFLR Control, no harvest",,
EMFWOR_SWRC2-10,735480.004,4659525.971,NAD83 Z10,1853,EMFWOR_SWRC2,10,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-01,737575.939,4659533.512,NAD83 Z10,1885,EMFWOR_SWRC3,1,2016,"Aspen Trt 2016 (unit SWA 4005, 150m ONLY)",,
EMFWOR_SWRC3-02,737871.565,4659532.331,NAD83 Z10,1938,EMFWOR_SWRC3,2,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-03,738173.35,4659520.991,NAD83 Z10,1978,EMFWOR_SWRC3,3,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-04,738468.704,4659524.324,NAD83 Z10,1987,EMFWOR_SWRC3,4,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-05,738494.338,4659843.315,NAD83 Z10,1968,EMFWOR_SWRC3,5,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-06,738475.594,4660125.876,NAD83 Z10,1953,EMFWOR_SWRC3,6,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-07,738472.055,4660425.831,NAD83 Z10,1931,EMFWOR_SWRC3,7,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-08,738478.799,4660743.014,NAD83 Z10,1920,EMFWOR_SWRC3,8,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-09,738475.318,4661021.955,NAD83 Z10,1910,EMFWOR_SWRC3,9,999,"CFLR Control, no harvest",,
EMFWOR_SWRC3-10,738473.855,4661330.118,NAD83 Z10,1856,EMFWOR_SWRC3,10,999,"CFLR Control, no harvest",,
EMFWOR_SWRC4-01,724358.179,4668230.999,NAD83 Z10,1889,EMFWOR_SWRC4,1,2017,Burned in 24 July 2017 Crane Creek Fire (150m ONLY),,
EMFWOR_SWRC4-02,724370.532,4668530.712,NAD83 Z10,1899,EMFWOR_SWRC4,2,2011,"Juniper/shrub trt 2+ yrs ago (2011) noted during visit 1 (5 Jun 2015); Pt in open area - bearing tree coords = N 4668490.37, E 724374.122 NAD83 10N, Burned in 24 July 2017 Crane Creek Fire (150m ONLY)",,
EMFWOR_SWRC4-03,724370.679,4668829.743,NAD83 Z10,1943,EMFWOR_SWRC4,3,2011,"Juniper/shrub trt 2+ yrs ago (2011) noted during visit 1 (5 Jun 2015); Pt in open area - bearing tree coords = N 4668904.481, E 724472.413 NAD83 10N",,
EMFWOR_SWRC4-04,724667.752,4668830.289,NAD83 Z10,1908,EMFWOR_SWRC4,4,2011,Juniper/shrub trt 2+ yrs ago (2011) noted during visit 1 (5 Jun 2015),,
EMFWOR_SWRC4-05,724972.774,4668833.568,NAD83 Z10,1899,EMFWOR_SWRC4,5,2011,Juniper/shrub trt 2+ yrs ago (2011) noted during visit 1 (5 Jun 2015),,
EMFWOR_SWRC4-06,725265.952,4668842.843,NAD83 Z10,1912,EMFWOR_SWRC4,6,2011,"Juniper/shrub trt 2+ yrs ago (2011) noted during visit 1 (5 Jun 2015, 150m ONLY)",,
EMFWOR_SWRC4-07,725580.208,4668825.197,NAD83 Z10,1899,EMFWOR_SWRC4,7,999,"CFLR Control, no harvest",,
EMFWOR_SWRC4-08,725567.485,4669104.739,NAD83 Z10,1917,EMFWOR_SWRC4,8,999,"CFLR Control, no harvest",,
EMFWOR_SWRC4-09,725565.667,4669442.305,NAD83 Z10,1948,EMFWOR_SWRC4,9,999,"CFLR Control, no harvest",,
EMFWOR_SWRC4-10,725576.215,4669727.258,NAD83 Z10,1978,EMFWOR_SWRC4,10,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-01,372955.086,4882572.571,NAD83 Z11,1568,EMMAOR_CLIFFC1,1,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-02,372954.429,4882258.438,NAD83 Z11,1578,EMMAOR_CLIFFC1,2,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-03,373256.843,4882255.743,NAD83 Z11,1560,EMMAOR_CLIFFC1,3,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-04,373255.232,4881968.595,NAD83 Z11,1569,EMMAOR_CLIFFC1,4,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-05,372959.764,4881962.241,NAD83 Z11,1583,EMMAOR_CLIFFC1,5,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-06,372955.822,4881655.392,NAD83 Z11,1575,EMMAOR_CLIFFC1,6,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-07,372961.711,4881362.645,NAD83 Z11,1568,EMMAOR_CLIFFC1,7,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-08,373559.807,4880454.584,NAD83 Z11,1575,EMMAOR_CLIFFC1,8,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-09,373862.046,4880453.241,NAD83 Z11,1564,EMMAOR_CLIFFC1,9,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC1-10,373869.634,4880153.893,NAD83 Z11,1553,EMMAOR_CLIFFC1,10,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-01,373857.834,4878057.732,NAD83 Z11,1619,EMMAOR_CLIFFC2,1,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-02,373857.525,4877759.328,NAD83 Z11,1633,EMMAOR_CLIFFC2,2,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-03,373856.196,4877452.494,NAD83 Z11,1628,EMMAOR_CLIFFC2,3,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-04,374155.405,4877467.151,NAD83 Z11,1631,EMMAOR_CLIFFC2,4,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-05,374157.049,4877167.621,NAD83 Z11,1596,EMMAOR_CLIFFC2,5,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-06,374466.675,4877159.405,NAD83 Z11,1595,EMMAOR_CLIFFC2,6,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-07,374765.757,4877147.737,NAD83 Z11,1580,EMMAOR_CLIFFC2,7,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-08,375057.729,4877153.673,NAD83 Z11,1576,EMMAOR_CLIFFC2,8,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-09,375361.625,4877158.189,NAD83 Z11,1566,EMMAOR_CLIFFC2,9,999,"CFLR Control, no harvest",,
EMMAOR_CLIFFC2-10,375664.148,4877152.238,NAD83 Z11,1548,EMMAOR_CLIFFC2,10,999,"CFLR Control, no harvest",,
EMMAOR_CUBT1-01,348054.055,4889754.711,NAD83 Z11,1525,EMMAOR_CUBT1,1,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-02,348060.388,4889461.59,NAD83 Z11,1541,EMMAOR_CUBT1,2,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-03,347760.284,4889454.789,NAD83 Z11,1553,EMMAOR_CUBT1,3,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-04,347458.36,4889450.008,NAD83 Z11,1528,EMMAOR_CUBT1,4,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-05,347159.227,4889442.996,NAD83 Z11,1523,EMMAOR_CUBT1,5,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-06,346857.276,4889460.35,NAD83 Z11,1513,EMMAOR_CUBT1,6,999,,,
EMMAOR_CUBT1-07,346867.949,4889153.737,NAD83 Z11,1560,EMMAOR_CUBT1,7,2015,"CFLR prescription, Harvest noted during visit 1 (12 May 2015)",,
EMMAOR_CUBT1-08,346862.319,4888854.615,NAD83 Z11,1585,EMMAOR_CUBT1,8,999,,,
EMMAOR_CUBT1-09,347159.474,4888851.5,NAD83 Z11,1593,EMMAOR_CUBT1,9,999,,,
EMMAOR_CUBT1-10,347465.771,4888859.646,NAD83 Z11,1599,EMMAOR_CUBT1,10,999,,,
EMMAOR_CUBT2-01,345358.594,4889154.496,NAD83 Z11,1461,EMMAOR_CUBT2,1,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130064,CUB TS UNIT 64
EMMAOR_CUBT2-02,345364.218,4888857.735,NAD83 Z11,1488,EMMAOR_CUBT2,2,2014,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Precommercial thin noted in FACTS completed date 11/12/2014, Commercial thin noted in FACTS completed date 7/19/2017","2120130868, 2120130064","SODA BEAR PCT UNIT 868, CUB TS UNIT 64"
EMMAOR_CUBT2-03,345358.748,4888558.786,NAD83 Z11,1534,EMMAOR_CUBT2,3,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130123,CUB TS UNIT 123
EMMAOR_CUBT2-04,345359.184,4888257.879,NAD83 Z11,1557,EMMAOR_CUBT2,4,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130123,CUB TS UNIT 123
EMMAOR_CUBT2-05,345358.101,4887945.832,NAD83 Z11,1582,EMMAOR_CUBT2,5,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017 (150m ONLY)","2120130123, 1220130309","CUB TS UNIT 123, CUB TS UNIT 309"
EMMAOR_CUBT2-06,345357.925,4887665.316,NAD83 Z11,1578,EMMAOR_CUBT2,6,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",1220130309,CUB TS UNIT 309
EMMAOR_CUBT2-07,345357.957,4887359.199,NAD83 Z11,1516,EMMAOR_CUBT2,7,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130125,CUB TS UNIT 125
EMMAOR_CUBT2-08,345663.025,4887359.241,NAD83 Z11,1586,EMMAOR_CUBT2,8,2014,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Pre-commercial thin noted in FACTS completed 7/10/2014 (150m ONLY), Commercial thin noted in FACTS completed date 7/19/2017","1220130687, 2120130125","SODA BEAR PCT UNIT 867, CUB TS UNIT 125"
EMMAOR_CUBT2-09,345659.385,4887052.352,NAD83 Z11,1538,EMMAOR_CUBT2,9,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130125,CUB TS UNIT 125
EMMAOR_CUBT2-10,345961.515,4887051.959,NAD83 Z11,1608,EMMAOR_CUBT2,10,2016,"CFLR prescription, Harvest noted during visit 1 (31 May 2016), Commercial thin noted in FACTS completed date 7/19/2017",2120130125,CUB TS UNIT 125
EMMAOR_DUGC1-01,390662.477,4895474.244,NAD83 Z11,1703,EMMAOR_DUGC1,1,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-02,390957.718,4895454.193,NAD83 Z11,1735,EMMAOR_DUGC1,2,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-03,390962.261,4895153.99,NAD83 Z11,1757,EMMAOR_DUGC1,3,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-04,391267.055,4895162.088,NAD83 Z11,1762,EMMAOR_DUGC1,4,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-05,391553.079,4895160.151,NAD83 Z11,1767,EMMAOR_DUGC1,5,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-06,391555.568,4894849.251,NAD83 Z11,1762,EMMAOR_DUGC1,6,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-07,391863.115,4894866.222,NAD83 Z11,1770,EMMAOR_DUGC1,7,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-08,392164.097,4894866.953,NAD83 Z11,1776,EMMAOR_DUGC1,8,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-09,392159.948,4895165.702,NAD83 Z11,1759,EMMAOR_DUGC1,9,999,"CFLR Control, no harvest",,
EMMAOR_DUGC1-10,392157.506,4895449.752,NAD83 Z11,1743,EMMAOR_DUGC1,10,999,"CFLR Control, no harvest",,
EMMAOR_ELKT1-01,382853.726,4887349.487,NAD83 Z11,1755,EMMAOR_ELKT1,1,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019)",1817SPK271,SPIKE TS UNIT 271
EMMAOR_ELKT1-02,382861.77,4887057.351,NAD83 Z11,1735,EMMAOR_ELKT1,2,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019) - 150m ONLY based on cutting units","1817SPK271, 1817SPK366",SPIKE TS UNITS 271 and 366
EMMAOR_ELKT1-03,382862.429,4886755.931,NAD83 Z11,1767,EMMAOR_ELKT1,3,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 364 - 150m ONLY","1817SPK366, 1817SPK364",SPIKE TS UNITS 366 and 364
EMMAOR_ELKT1-04,382862.817,4886458.152,NAD83 Z11,1785,EMMAOR_ELKT1,4,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 366 - 150m ONLY","1817SPK366, 1817SPK364",SPIKE TS UNITS 366 and 364
EMMAOR_ELKT1-05,382852.125,4886153.11,NAD83 Z11,1788,EMMAOR_ELKT1,5,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 366 - 150m ONLY","1817SPK366, 1817SPK364",SPIKE TS UNITS 366 and 364
EMMAOR_ELKT1-06,382861.55,4885855.633,NAD83 Z11,1765,EMMAOR_ELKT1,6,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 21 - 150m ONLY","1817SPK364, 1817SPK021",SPIKE TS UNITS 364 and 21
EMMAOR_ELKT1-07,382858.789,4885554.604,NAD83 Z11,1745,EMMAOR_ELKT1,7,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 21",1817SPK021,SPIKE TS UNIT 21
EMMAOR_ELKT1-08,383164.011,4885560.635,NAD83 Z11,1752,EMMAOR_ELKT1,8,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 21",1817SPK021,SPIKE TS UNIT 21
EMMAOR_ELKT1-09,383458.412,4885553.123,NAD83 Z11,1723,EMMAOR_ELKT1,9,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 408 - 150m ONLY",1817SPK408,SPIKE TS UNIT 408
EMMAOR_ELKT1-10,383760.954,4885563.89,NAD83 Z11,1694,EMMAOR_ELKT1,10,2019,"CFLR prescription, Harvest noted during visit 1 (4 Jun 2019), unit 408",1817SPK408,SPIKE TS UNIT 408
EMMAOR_ELKT2-01,387358.567,4893060.591,NAD83 Z11,1687,EMMAOR_ELKT2,1,2018,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 Oct 2018 (unit 71, 150m ONLY) and 13 Dec 2018 (unit 57)","1804BULL57, 1804BULL71",BULL PCT UNITS 57 and 71
EMMAOR_ELKT2-02,387354.961,4892762.679,NAD83 Z11,1682,EMMAOR_ELKT2,2,2018,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 Oct 2018 (unit 71)",1804BULL71,BULL PCT UNIT 71
EMMAOR_ELKT2-03,387364.456,4892462.419,NAD83 Z11,1693,EMMAOR_ELKT2,3,2018,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 Oct 2018 (unit 71)",1804BULL71,BULL PCT UNIT 71
EMMAOR_ELKT2-04,387351.591,4892161.653,NAD83 Z11,1688,EMMAOR_ELKT2,4,2018,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 Oct 2018 (unit 71)",1804BULL71,BULL PCT UNIT 71
EMMAOR_ELKT2-05,387666.122,4892154.275,NAD83 Z11,1644,EMMAOR_ELKT2,5,2018,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 Oct 2018 (unit 71)",1804BULL71,BULL PCT UNIT 71
EMMAOR_ELKT2-06,387960.071,4892158.581,NAD83 Z11,1627,EMMAOR_ELKT2,6,999,,,
EMMAOR_ELKT2-07,388258.924,4892164.271,NAD83 Z11,1608,EMMAOR_ELKT2,7,999,,,
EMMAOR_ELKT2-08,388564.831,4892150.621,NAD83 Z11,1604,EMMAOR_ELKT2,8,2019,"CFLR prescription, Pre-commercial thin and Commercial thin noted in FACTS - completed date 14 May 2019 and 22 May 2019 (unit 65-150m ONLY), and 23 May 2019 (unit 66-150m ONLY)","1804BULL65, 1804BULL66",BULL PCT UNITS 65 and 66
EMMAOR_ELKT2-09,388558.528,4891861.113,NAD83 Z11,1617,EMMAOR_ELKT2,9,2019,"CFLR prescription, Commercial thin noted in FACTS - completed date 23 May 2019 (unit 66-150m ONLY)",1804BULL66,BULL PCT UNIT 66
EMMAOR_ELKT2-10,388564.591,4891559.585,NAD83 Z11,1607,EMMAOR_ELKT2,10,2018,"CFLR prescription, Commercial thin and Pre-commercial thin noted in FACTS - completed date 16 Oct 2018 and 8 May 2019 (unit 67-150m ONLY)",1804BULL67,BULL PCT UNIT 67
EMMAOR_ELKT3-01,380757.248,4891559.963,NAD83 Z11,1689,EMMAOR_ELKT3,1,999,,,
EMMAOR_ELKT3-02,380758.507,4891249.839,NAD83 Z11,1701,EMMAOR_ELKT3,2,999,,,
EMMAOR_ELKT3-03,381060.28,4891254.868,NAD83 Z11,1663,EMMAOR_ELKT3,3,999,,,
EMMAOR_ELKT3-04,381062.977,4890956.644,NAD83 Z11,1654,EMMAOR_ELKT3,4,999,,,
EMMAOR_ELKT3-05,381056.04,4890661.818,NAD83 Z11,1649,EMMAOR_ELKT3,5,999,,,
EMMAOR_ELKT3-06,381054.519,4890357.412,NAD83 Z11,1644,EMMAOR_ELKT3,6,999,,,
EMMAOR_ELKT3-07,381057.769,4890056.144,NAD83 Z11,1643,EMMAOR_ELKT3,7,999,,,
EMMAOR_ELKT3-08,381057.472,4889758.696,NAD83 Z11,1650,EMMAOR_ELKT3,8,999,,,
EMMAOR_ELKT3-09,381056.536,4889459.578,NAD83 Z11,1647,EMMAOR_ELKT3,9,999,,,
EMMAOR_ELKT3-10,381058.733,4889141.284,NAD83 Z11,1670,EMMAOR_ELKT3,10,999,,,
EMMAOR_FLAGC1-01,390363.835,4899963.74,NAD83 Z11,1700,EMMAOR_FLAGC1,1,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-02,390355.87,4899655.855,NAD83 Z11,1669,EMMAOR_FLAGC1,2,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-03,390362.106,4899365.213,NAD83 Z11,1697,EMMAOR_FLAGC1,3,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-04,390355.904,4899057.628,NAD83 Z11,1732,EMMAOR_FLAGC1,4,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-05,390652.847,4899053.69,NAD83 Z11,1740,EMMAOR_FLAGC1,5,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-06,390665.014,4898743.393,NAD83 Z11,1730,EMMAOR_FLAGC1,6,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-07,390956.001,4898749.509,NAD83 Z11,1731,EMMAOR_FLAGC1,7,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-08,390958.841,4898467.961,NAD83 Z11,1716,EMMAOR_FLAGC1,8,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-09,390974.172,4898166.641,NAD83 Z11,1724,EMMAOR_FLAGC1,9,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC1-10,390962.771,4897854.463,NAD83 Z11,1744,EMMAOR_FLAGC1,10,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-01,392767.153,4892749.596,NAD83 Z11,1680,EMMAOR_FLAGC2,1,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-02,392769.115,4892456.084,NAD83 Z11,1649,EMMAOR_FLAGC2,2,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-03,392763.583,4892160.062,NAD83 Z11,1616,EMMAOR_FLAGC2,3,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-04,392765.566,4891849.417,NAD83 Z11,1610,EMMAOR_FLAGC2,4,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-05,392762.587,4891548.184,NAD83 Z11,1608,EMMAOR_FLAGC2,5,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-06,393059.197,4891559.514,NAD83 Z11,1625,EMMAOR_FLAGC2,6,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-07,393049.402,4891241.102,NAD83 Z11,1622,EMMAOR_FLAGC2,7,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-08,393068.301,4890951.053,NAD83 Z11,1611,EMMAOR_FLAGC2,8,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-09,393058.011,4890664.585,NAD83 Z11,1575,EMMAOR_FLAGC2,9,999,"CFLR Control, no harvest",,
EMMAOR_FLAGC2-10,393065.276,4890366.826,NAD83 Z11,1569,EMMAOR_FLAGC2,10,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-01,346855.069,4852856.232,NAD83 Z11,1675,EMMAOR_MDC1,1,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-02,346859.162,4852553.859,NAD83 Z11,1644,EMMAOR_MDC1,2,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-03,347151.083,4852255.088,NAD83 Z11,1726,EMMAOR_MDC1,3,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-04,347168.577,4851941.874,NAD83 Z11,1741,EMMAOR_MDC1,4,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-05,347453.292,4851670.242,NAD83 Z11,1726,EMMAOR_MDC1,5,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-06,347464.538,4851351.122,NAD83 Z11,1725,EMMAOR_MDC1,6,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-07,347445.821,4851055.569,NAD83 Z11,1754,EMMAOR_MDC1,7,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-08,347458.861,4850750.801,NAD83 Z11,1768,EMMAOR_MDC1,8,999,"CFLR Control, no harvest",,
EMMAOR_MDC1-09,347465.279,4850451.575,NAD83 Z11,1716,EMMAOR_MDC1,9,999,"CFLR Control, no harvest",,
