Visit_ID,Point_ID,Survey_Date,Visit_no,St_time,Survey_length,Wind,Temp_C,Observer,Recorder,Reviewer,Comments
EMMAOR_ELKT3-10_2014-05-21,EMMAOR_ELKT3-10,2014-05-21,1,1/0/00,270,0,8,PEJ,PEJ,DLM,Unk Picoides DR >100m SW w/ 1:20 remaining
EMMAOR_ELKT3-10_2014-06-19,EMMAOR_ELKT3-10,2014-06-19,2,1/0/00,270,1,18,DJH,DJH,RLM,
EMMAOR_ELKT3-10_2015-05-21,EMMAOR_ELKT3-10,2015-05-21,1,1/0/00,270,0,10,CKL,CKL,RLM,"PIWO call, HAWO call"
EMMAOR_ELKT3-10_2015-06-18,EMMAOR_ELKT3-10,2015-06-18,2,1/0/00,270,0,10,CAS,CAS,RLM,WISA foraging
EMMAOR_ELKT3-10_2016-05-23,EMMAOR_ELKT3-10,2016-05-23,1,1/0/00,270,0,3,KNB,KNB,NGS,"Drumming after survey, not WHWO"
EMMAOR_ELKT3-10_2016-06-23,EMMAOR_ELKT3-10,2016-06-23,2,1/0/00,270,1,16,VLM,VLM,BDG,
EMMAOR_ELKT3-10_2017-06-13,EMMAOR_ELKT3-10,2017-06-13,1,1/0/00,270,0,7,LMH,LMH,JRK,Irregular DR in beginning of survey
EMMAOR_ELKT3-10_2017-06-28,EMMAOR_ELKT3-10,2017-06-28,2,1/0/00,270,0,16,MTC,MTC,SAD,Cows mooing loudly to N ≤ 150m. No WO activity.
EMMAOR_ELKT3-10_2019-06-04,EMMAOR_ELKT3-10,2019-06-04,1,1/0/00,270,0,11,MEW,MEW,DHK,Tree tag not found
EMMAOR_ELKT3-10_2019-06-24,EMMAOR_ELKT3-10,2019-06-24,2,1/0/00,270,0,11,DHK,DHK,MEW,old treatment
EMMAOR_ELKT3-10_2021-06-07,EMMAOR_ELKT3-10,2021-06-07,1,1/0/00,270,0,4,TES,TES,CPL,"WETA, DEJU, SACR, CAFI"
EMMAOR_ELKT3-10_2021-07-01,EMMAOR_ELKT3-10,2021-07-01,2,1/0/00,270,0,24,CPL,CPL,TES,"RBNU, WETA, MOCH, YRWA, DEJU, WISA"
EMMAOR_FLAGC1-01_2014-05-15,EMMAOR_FLAGC1-01,2014-05-15,1,1/0/00,270,0,23,RLM,RLM,PEJ,BBWO N w/ 1:06 remaining
EMMAOR_FLAGC1-01_2014-06-18,EMMAOR_FLAGC1-01,2014-06-18,2,1/0/00,270,0,6,DJH,DJH,RLM,WHWO CA heard NE of pt after survey
EMMAOR_FLAGC1-01_2015-05-13,EMMAOR_FLAGC1-01,2015-05-13,1,1/0/00,270,0,4,CKL,CKL,RLM,HAWO rapid drum at approx 30m. Near cavity of snag
EMMAOR_FLAGC1-01_2015-06-10,EMMAOR_FLAGC1-01,2015-06-10,2,1/0/00,270,1,11,CJY,CJY,RLM,Male WHWO calling/ rattling approx 100m N; HAWO cavity approx 30m to NE
EMMAOR_FLAGC1-01_2016-05-19,EMMAOR_FLAGC1-01,2016-05-19,1,1/0/00,270,0,5,RSR,RSR,VLM,Pre-broadcast - detected WHWO CA 100+m due N.  Searched area after broadcast ended.
EMMAOR_FLAGC1-01_2016-06-06,EMMAOR_FLAGC1-01,2016-06-06,2,1/0/00,270,1,18,VLM,VLM,NGS,
EMMAOR_FLAGC1-01_2017-05-25,EMMAOR_FLAGC1-01,2017-05-25,1,1/0/00,270,0,3,NSM,NSM,JRK,Unconfirmed drum
EMMAOR_FLAGC1-01_2017-06-19,EMMAOR_FLAGC1-01,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,"WISA female flew in w/in 50m, CA, forage"
EMMAOR_FLAGC1-01_2019-06-03,EMMAOR_FLAGC1-01,2019-06-03,1,1/0/00,270,0,13,TES,TES,MEW,
EMMAOR_FLAGC1-01_2019-06-17,EMMAOR_FLAGC1-01,2019-06-17,2,1/0/00,270,0,18,MEW,MEW,DHK,
EMMAOR_FLAGC1-01_2021-06-02,EMMAOR_FLAGC1-01,2021-06-02,1,1/0/00,270,0,15,CPL,CPL,TES,"WETA, RECR, CAFI, DEJU, Unk WHWO flew by after survey, calling"
EMMAOR_FLAGC1-01_2021-06-21,EMMAOR_FLAGC1-01,2021-06-21,2,1/0/00,270,0,21,TES,TES,CPL,"RBNU, DEJU, TUVU, CAFI, squirrel"
EMMAOR_FLAGC1-02_2014-05-15,EMMAOR_FLAGC1-02,2014-05-15,1,1/0/00,270,0,23,RLM,RLM,PEJ,WHWO too far to determine sex and in direct sunlight; 2 possibly a pair after survey
EMMAOR_FLAGC1-02_2014-06-18,EMMAOR_FLAGC1-02,2014-06-18,2,1/0/00,270,0,7,DJH,DJH,RLM,
EMMAOR_FLAGC1-02_2015-05-13,EMMAOR_FLAGC1-02,2015-05-13,1,1/0/00,270,1,5,CKL,CKL,RLM,
EMMAOR_FLAGC1-02_2015-06-10,EMMAOR_FLAGC1-02,2015-06-10,2,1/0/00,270,1,13,CJY,CJY,RLM,nothing
EMMAOR_FLAGC1-02_2016-05-19,EMMAOR_FLAGC1-02,2016-05-19,1,1/0/00,270,1,5,RSR,RSR,VLM,P2 @ W. Juniper grove
EMMAOR_FLAGC1-02_2016-06-06,EMMAOR_FLAGC1-02,2016-06-06,2,1/0/00,270,1,18,VLM,VLM,NGS,
EMMAOR_FLAGC1-02_2017-05-25,EMMAOR_FLAGC1-02,2017-05-25,1,1/0/00,270,0,4,NSM,NSM,JRK,HAWO calling
EMMAOR_FLAGC1-02_2017-06-19,EMMAOR_FLAGC1-02,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,HAWO calling. HAWO YB heard w/in 50m to W of pt
EMMAOR_FLAGC1-02_2019-06-03,EMMAOR_FLAGC1-02,2019-06-03,1,1/0/00,270,0,15,TES,TES,MEW,Did have a HAWO by pt2 w/in 70m 2100
EMMAOR_FLAGC1-02_2019-06-17,EMMAOR_FLAGC1-02,2019-06-17,2,1/0/00,270,1,16,MEW,MEW,DHK,
EMMAOR_FLAGC1-02_2021-06-02,EMMAOR_FLAGC1-02,2021-06-02,1,1/0/00,270,0,14,CPL,CPL,TES,"CAFI, PYNU, MOCH, WETA, RBNU, CHSP"
EMMAOR_FLAGC1-02_2021-06-21,EMMAOR_FLAGC1-02,2021-06-21,2,1/0/00,270,0,21,TES,TES,CPL,"MOCH, CAJA, DEJU, YRWA, DUFL, DR 180 deg, think it's the WHWO from pt 3"
EMMAOR_FLAGC1-03_2014-05-15,EMMAOR_FLAGC1-03,2014-05-15,1,1/0/00,270,0,23,RLM,RLM,PEJ,
EMMAOR_FLAGC1-03_2014-06-18,EMMAOR_FLAGC1-03,2014-06-18,2,1/0/00,270,0,7,DJH,DJH,RLM,
EMMAOR_FLAGC1-03_2015-05-13,EMMAOR_FLAGC1-03,2015-05-13,1,1/0/00,270,0,6,CKL,CKL,RLM,
EMMAOR_FLAGC1-03_2015-06-10,EMMAOR_FLAGC1-03,2015-06-10,2,1/0/00,270,2,13,CJY,CJY,RLM,nothing
EMMAOR_FLAGC1-03_2016-05-19,EMMAOR_FLAGC1-03,2016-05-19,1,1/0/00,270,1,3,RSR,RSR,VLM,HAWO alarm CA <50m
EMMAOR_FLAGC1-03_2016-06-06,EMMAOR_FLAGC1-03,2016-06-06,2,1/0/00,270,1,19,VLM,VLM,NGS,
EMMAOR_FLAGC1-03_2017-05-25,EMMAOR_FLAGC1-03,2017-05-25,1,1/0/00,270,0,7,NSM,NSM,JRK,Unconfirmed forage pecks
EMMAOR_FLAGC1-03_2017-06-19,EMMAOR_FLAGC1-03,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,No WO activity. High bird activity.
EMMAOR_FLAGC1-03_2019-06-03,EMMAOR_FLAGC1-03,2019-06-03,1,1/0/00,270,0,15,TES,TES,MEW,
EMMAOR_FLAGC1-03_2019-06-17,EMMAOR_FLAGC1-03,2019-06-17,2,1/0/00,270,0,16,MEW,MEW,DHK,
EMMAOR_FLAGC1-03_2021-06-02,EMMAOR_FLAGC1-03,2021-06-02,1,1/0/00,270,0,17,CPL,CPL,TES,"BRCR, WISA, WETA, MOCH, TOWA, RBNU, CAFI"
EMMAOR_FLAGC1-03_2021-06-21,EMMAOR_FLAGC1-03,2021-06-21,2,1/0/00,270,0,20,TES,TES,CPL,"MOCH, HETH, RBNU, AMRO, 1st WHWO came into pt tree, another M WHWO came in, the 2 had a stand-off, at first thought it was 1st M's female but no, another M instead"
EMMAOR_FLAGC1-04_2014-05-15,EMMAOR_FLAGC1-04,2014-05-15,1,1/0/00,270,0,22,RLM,RLM,PEJ,BBWO N as I arrived
EMMAOR_FLAGC1-04_2014-06-18,EMMAOR_FLAGC1-04,2014-06-18,2,1/0/00,270,0,7,DJH,DJH,RLM,WHWO CA possibly heard before survey
EMMAOR_FLAGC1-04_2015-05-13,EMMAOR_FLAGC1-04,2015-05-13,1,1/0/00,270,1,4,CKL,CKL,RLM,
EMMAOR_FLAGC1-04_2015-06-10,EMMAOR_FLAGC1-04,2015-06-10,2,1/0/00,270,2,14,CJY,CJY,RLM,PIPO calling to W
EMMAOR_FLAGC1-04_2016-05-19,EMMAOR_FLAGC1-04,2016-05-19,1,1/0/00,270,2,3,RSR,RSR,VLM,
EMMAOR_FLAGC1-04_2016-06-06,EMMAOR_FLAGC1-04,2016-06-06,2,1/0/00,270,0,21,VLM,VLM,NGS,
EMMAOR_FLAGC1-04_2017-05-25,EMMAOR_FLAGC1-04,2017-05-25,1,1/0/00,270,0,7,NSM,NSM,JRK,
EMMAOR_FLAGC1-04_2017-06-19,EMMAOR_FLAGC1-04,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,"2 HAWO calling, DR during survey"
EMMAOR_FLAGC1-04_2019-06-03,EMMAOR_FLAGC1-04,2019-06-03,1,1/0/00,270,0,16,TES,TES,MEW,"Had a call at 95deg, 50-150m, no visual, could be WHWO"
EMMAOR_FLAGC1-04_2019-06-17,EMMAOR_FLAGC1-04,2019-06-17,2,1/0/00,270,0,16,MEW,MEW,DHK,
EMMAOR_FLAGC1-04_2021-06-02,EMMAOR_FLAGC1-04,2021-06-02,1,1/0/00,270,0,20,CPL,CPL,TES,"WETA, MOCH, PYNU, PIWO, YRWA, TUVU, RBNU, WHWO CA between pts 3 and 4"
EMMAOR_FLAGC1-04_2021-06-21,EMMAOR_FLAGC1-04,2021-06-21,2,1/0/00,270,0,19,TES,TES,CPL,"HAWO, TOSO, CHSP, DEJU, CAFI, WHWO at 160 deg, never came in, earlier heard WHWO on the way to pt 4"
EMMAOR_FLAGC1-05_2014-05-15,EMMAOR_FLAGC1-05,2014-05-15,1,1/0/00,270,0,20,RLM,RLM,PEJ,WISA pair E
EMMAOR_FLAGC1-05_2014-06-18,EMMAOR_FLAGC1-05,2014-06-18,2,1/0/00,270,0,9,DJH,DJH,RLM,DR response to W
EMMAOR_FLAGC1-05_2015-05-13,EMMAOR_FLAGC1-05,2015-05-13,1,1/0/00,270,2,5,CKL,CKL,RLM,Drumming before pt count
EMMAOR_FLAGC1-05_2015-06-10,EMMAOR_FLAGC1-05,2015-06-10,2,1/0/00,270,2,15,CJY,CJY,RLM,nothing
EMMAOR_FLAGC1-05_2016-05-19,EMMAOR_FLAGC1-05,2016-05-19,1,1/0/00,270,1,2,RSR,RSR,VLM,WHWO CA en route P6 to P5 west of transect.  Numerous snags.
EMMAOR_FLAGC1-05_2016-06-06,EMMAOR_FLAGC1-05,2016-06-06,2,1/0/00,270,0,22,VLM,VLM,NGS,
EMMAOR_FLAGC1-05_2017-05-25,EMMAOR_FLAGC1-05,2017-05-25,1,1/0/00,270,0,7,NSM,NSM,JRK,Drumming heard N of point
EMMAOR_FLAGC1-05_2017-06-19,EMMAOR_FLAGC1-05,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,WISA calling during. No other WO activity.
EMMAOR_FLAGC1-05_2019-06-03,EMMAOR_FLAGC1-05,2019-06-03,1,1/0/00,270,0,18,TES,TES,MEW,
EMMAOR_FLAGC1-05_2019-06-17,EMMAOR_FLAGC1-05,2019-06-17,2,1/0/00,270,0,14,MEW,MEW,DHK,"Distant drumming, possible WHWO"
EMMAOR_FLAGC1-05_2021-06-02,EMMAOR_FLAGC1-05,2021-06-02,1,1/0/00,270,0,22,CPL,CPL,TES,"PIWO, RBNU, WBNU, DUFL, CHSP, F WHWO CA and DR 0-50m"
EMMAOR_FLAGC1-05_2021-06-21,EMMAOR_FLAGC1-05,2021-06-21,2,1/0/00,270,0,20,TES,TES,CPL,"CHSP, DUFL, HETH, YRWA, heard WHWO CA but no visual, at 240 deg"
EMMAOR_FLAGC1-06_2014-05-15,EMMAOR_FLAGC1-06,2014-05-15,1,1/0/00,270,0,19,RLM,RLM,PEJ,"WHWOs CA and DR, no visuals, flew SW, 1 NE DR; WHWO CA before survey W of pt tree; M WHWO flew in from SW; F CA SW"
EMMAOR_FLAGC1-06_2014-06-18,EMMAOR_FLAGC1-06,2014-06-18,2,1/0/00,270,0,10,DJH,DJH,RLM,WHWO nest found ~60m from pt
EMMAOR_FLAGC1-06_2015-05-13,EMMAOR_FLAGC1-06,2015-05-13,1,1/0/00,270,1,3,CKL,CKL,RLM,
EMMAOR_FLAGC1-06_2015-06-10,EMMAOR_FLAGC1-06,2015-06-10,2,1/0/00,270,2,17,CJY,CJY,RLM,WISA drumming to S
EMMAOR_FLAGC1-06_2016-05-19,EMMAOR_FLAGC1-06,2016-05-19,1,1/0/00,270,1,3,RSR,RSR,VLM,WISA alarm CA <50m @ 90 sec
EMMAOR_FLAGC1-06_2016-06-06,EMMAOR_FLAGC1-06,2016-06-06,2,1/0/00,270,0,23,VLM,VLM,NGS,Just after time WHWO call >50m to south of tree 6
EMMAOR_FLAGC1-06_2017-05-25,EMMAOR_FLAGC1-06,2017-05-25,1,1/0/00,270,0,11,NSM,NSM,JRK,Same WHWO pair w/in 50m of point calling and foraging before and after survey.
EMMAOR_FLAGC1-06_2017-06-19,EMMAOR_FLAGC1-06,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,"WHWO call, then flew in 2 min later directly over point 6 and quickly towards the SE. PIWO and WISA called during"
EMMAOR_FLAGC1-06_2019-06-03,EMMAOR_FLAGC1-06,2019-06-03,1,1/0/00,270,0,19,TES,TES,MEW,
EMMAOR_FLAGC1-06_2019-06-17,EMMAOR_FLAGC1-06,2019-06-17,2,1/0/00,270,0,12,MEW,MEW,DHK,
EMMAOR_FLAGC1-06_2021-06-02,EMMAOR_FLAGC1-06,2021-06-02,1,1/0/00,270,0,21,CPL,CPL,TES,"PIWO, CAFI, CHSP, YRWA, WETA, WBNU"
EMMAOR_FLAGC1-06_2021-06-21,EMMAOR_FLAGC1-06,2021-06-21,2,1/0/00,270,0,17,TES,TES,CPL,"CHSP, DUFL, RBNU, CONI, CAJA, squirrel"
EMMAOR_FLAGC1-07_2014-05-15,EMMAOR_FLAGC1-07,2014-05-15,1,1/0/00,270,0,19,RLM,RLM,PEJ,Unk DR E
EMMAOR_FLAGC1-07_2014-06-18,EMMAOR_FLAGC1-07,2014-06-18,2,1/0/00,270,0,10,DJH,DJH,RLM,
EMMAOR_FLAGC1-07_2015-05-13,EMMAOR_FLAGC1-07,2015-05-13,1,1/0/00,270,0,2,CKL,CKL,RLM,"BBWO call, PIWO or BBWO drum, UNK excavating to West"
EMMAOR_FLAGC1-07_2015-06-10,EMMAOR_FLAGC1-07,2015-06-10,2,1/0/00,270,2,18,CJY,CJY,RLM,Male WHWO flew in from NE & started calling
EMMAOR_FLAGC1-07_2016-05-19,EMMAOR_FLAGC1-07,2016-05-19,1,1/0/00,270,1,3,RSR,RSR,VLM,Male WHWO detected flying to point.  Perched on PIPO.  Departed.
EMMAOR_FLAGC1-07_2016-06-06,EMMAOR_FLAGC1-07,2016-06-06,2,1/0/00,270,0,23,VLM,VLM,NGS,
EMMAOR_FLAGC1-07_2017-05-25,EMMAOR_FLAGC1-07,2017-05-25,1,1/0/00,270,1,14,NSM,NSM,JRK,
EMMAOR_FLAGC1-07_2017-06-19,EMMAOR_FLAGC1-07,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,"Seen during survey: ATTW calling, perched;different ATTW enter nearby (<100m) CE, BBWO calling during. WISA DR and snarl directly after survey. ""buzzing w/ WO"""
EMMAOR_FLAGC1-07_2019-06-03,EMMAOR_FLAGC1-07,2019-06-03,1,1/0/00,270,0,19,TES,TES,MEW,"Had a RBNU fly in, 5m from me, in a PIPO during calls"
EMMAOR_FLAGC1-07_2019-06-17,EMMAOR_FLAGC1-07,2019-06-17,2,1/0/00,270,0,11,MEW,MEW,DHK,
EMMAOR_FLAGC1-07_2021-06-02,EMMAOR_FLAGC1-07,2021-06-02,1,1/0/00,270,0,23,CPL,CPL,TES,"HAWO, TOSO, CAFI, RBNU, WETA, MOCH, YRWA, WISA, DUFL"
EMMAOR_FLAGC1-07_2021-06-21,EMMAOR_FLAGC1-07,2021-06-21,2,1/0/00,270,0,15,TES,TES,CPL,"DEJU, HETH, CHSP, CAFI, MOCH"
EMMAOR_FLAGC1-08_2014-05-15,EMMAOR_FLAGC1-08,2014-05-15,1,1/0/00,270,0,15,RLM,RLM,PEJ,"Unk DR, contact CA W of pt 8, no calls (>100m) 1:45 remaining"
EMMAOR_FLAGC1-08_2014-06-18,EMMAOR_FLAGC1-08,2014-06-18,2,1/0/00,270,0,10,DJH,DJH,RLM,
EMMAOR_FLAGC1-08_2015-05-13,EMMAOR_FLAGC1-08,2015-05-13,1,1/0/00,270,0,2,CKL,CKL,RLM,"Female rattled @ 40 m, flew in closer while calling"
EMMAOR_FLAGC1-08_2015-06-10,EMMAOR_FLAGC1-08,2015-06-10,2,1/0/00,270,1,19,CJY,CJY,RLM,Faint drumming to N & W; NOGO calling at snag approx 20m SE of point
EMMAOR_FLAGC1-08_2016-05-19,EMMAOR_FLAGC1-08,2016-05-19,1,1/0/00,270,2,2,RSR,RSR,VLM,
EMMAOR_FLAGC1-08_2016-06-06,EMMAOR_FLAGC1-08,2016-06-06,2,1/0/00,270,1,24,VLM,VLM,NGS,
EMMAOR_FLAGC1-08_2017-05-25,EMMAOR_FLAGC1-08,2017-05-25,1,1/0/00,270,0,15,NSM,NSM,JRK,Male WHWO calling and foraging ~55m W of point. Possible another foraging as well.
EMMAOR_FLAGC1-08_2017-06-19,EMMAOR_FLAGC1-08,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,No WO activity during. WISA called after.Raven calling loudly/in agitated way for entirety of survey (20m away)
EMMAOR_FLAGC1-08_2019-06-03,EMMAOR_FLAGC1-08,2019-06-03,1,1/0/00,270,0,20,TES,TES,MEW,
EMMAOR_FLAGC1-08_2019-06-17,EMMAOR_FLAGC1-08,2019-06-17,2,1/0/00,270,0,11,MEW,MEW,DHK,NOGO wail at 32deg ~150m from pt8
EMMAOR_FLAGC1-08_2021-06-02,EMMAOR_FLAGC1-08,2021-06-02,1,1/0/00,270,0,23,CPL,CPL,TES,"WETA, BRCR, PIWO, DEJU, YRWA, RBNU, Unk WHWO CA 50-150m"
EMMAOR_FLAGC1-08_2021-06-21,EMMAOR_FLAGC1-08,2021-06-21,2,1/0/00,270,0,12,TES,TES,CPL,"HETH,BRCR, RBNU, DUFL, CAJA, squirrel"
EMMAOR_FLAGC1-09_2014-05-15,EMMAOR_FLAGC1-09,2014-05-15,1,1/0/00,270,0,13,RLM,RLM,PEJ,HAWO pr
EMMAOR_FLAGC1-09_2014-06-18,EMMAOR_FLAGC1-09,2014-06-18,2,1/0/00,270,0,10,DJH,DJH,RLM,
EMMAOR_FLAGC1-09_2015-05-13,EMMAOR_FLAGC1-09,2015-05-13,1,1/0/00,270,0,2,CKL,CKL,RLM,HAWO flyover within 50m. Male WHWO flew in within 50m at 8:40
EMMAOR_FLAGC1-09_2015-06-10,EMMAOR_FLAGC1-09,2015-06-10,2,1/0/00,270,1,19,CJY,CJY,RLM,WISA rattling from NW
EMMAOR_FLAGC1-09_2016-05-19,EMMAOR_FLAGC1-09,2016-05-19,1,1/0/00,270,2,2,RSR,RSR,VLM,
EMMAOR_FLAGC1-09_2016-06-06,EMMAOR_FLAGC1-09,2016-06-06,2,1/0/00,270,1,24,VLM,VLM,NGS,
EMMAOR_FLAGC1-09_2017-05-25,EMMAOR_FLAGC1-09,2017-05-25,1,1/0/00,270,0,10,NSM,NSM,JRK,WHWO drumming before survey. Same WHWO foraging and drumming.
EMMAOR_FLAGC1-09_2017-06-19,EMMAOR_FLAGC1-09,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,Unconfirmed consistant DR w/ 4min remaining (≥100m) PIWO calling during. WISA snarling during.
EMMAOR_FLAGC1-09_2019-06-03,EMMAOR_FLAGC1-09,2019-06-03,1,1/0/00,270,0,21,TES,TES,MEW,
EMMAOR_FLAGC1-09_2019-06-17,EMMAOR_FLAGC1-09,2019-06-17,2,1/0/00,270,0,11,MEW,MEW,DHK,
EMMAOR_FLAGC1-09_2021-06-02,EMMAOR_FLAGC1-09,2021-06-02,1,1/0/00,270,0,24,CPL,CPL,TES,"RBNU, CHSP, WISA, WETA, PIWO"
EMMAOR_FLAGC1-09_2021-06-21,EMMAOR_FLAGC1-09,2021-06-21,2,1/0/00,270,0,12,TES,TES,CPL,"HETH, CAFI, RTHA, MOCH, DUFL, WETA"
EMMAOR_FLAGC1-10_2014-05-15,EMMAOR_FLAGC1-10,2014-05-15,1,1/0/00,270,0,12,RLM,RLM,PEJ,HAWO DR CA (NW)
EMMAOR_FLAGC1-10_2014-06-18,EMMAOR_FLAGC1-10,2014-06-18,2,1/0/00,270,0,11,DJH,DJH,RLM,
EMMAOR_FLAGC1-10_2015-05-13,EMMAOR_FLAGC1-10,2015-05-13,1,1/0/00,270,0,1.5,CKL,CKL,RLM,
EMMAOR_FLAGC1-10_2015-06-10,EMMAOR_FLAGC1-10,2015-06-10,2,1/0/00,270,1,20,CJY,CJY,RLM,nothing
EMMAOR_FLAGC1-10_2016-05-19,EMMAOR_FLAGC1-10,2016-05-19,1,1/0/00,270,2,1,RSR,RSR,VLM,
EMMAOR_FLAGC1-10_2016-06-06,EMMAOR_FLAGC1-10,2016-06-06,2,1/0/00,270,0,25,VLM,VLM,NGS,
EMMAOR_FLAGC1-10_2017-05-25,EMMAOR_FLAGC1-10,2017-05-25,1,1/0/00,270,0,10,NSM,NSM,JRK,Possibly same WHWO from last point
EMMAOR_FLAGC1-10_2017-06-19,EMMAOR_FLAGC1-10,2017-06-19,2,1/0/00,270,0,999,LMH,LMH,JHT,"No thermometer. High species diversity and individual WO densities on this transect! Interesting! Day was warm, sunny ~ 80F temp and clear skies. Lots of bird activity. Irregular DR during survey."
EMMAOR_FLAGC1-10_2019-06-03,EMMAOR_FLAGC1-10,2019-06-03,1,1/0/00,270,0,20,TES,TES,MEW,
EMMAOR_FLAGC1-10_2019-06-17,EMMAOR_FLAGC1-10,2019-06-17,2,1/0/00,270,1,10,MEW,MEW,DHK,
EMMAOR_FLAGC1-10_2021-06-02,EMMAOR_FLAGC1-10,2021-06-02,1,1/0/00,270,0,24,CPL,CPL,TES,"TUVU, WETA, CAFI, DEJU, RBNU, DUFL"
EMMAOR_FLAGC1-10_2021-06-21,EMMAOR_FLAGC1-10,2021-06-21,2,1/0/00,270,0,13,TES,TES,CPL,"CAFI, RBNU, DEJU, WETA, DUFL"
EMMAOR_FLAGC2-01_2014-05-12,EMMAOR_FLAGC2-01,2014-05-12,1,1/0/00,270,0,6,DJH,DJH,DJH,DR response
EMMAOR_FLAGC2-01_2014-06-10,EMMAOR_FLAGC2-01,2014-06-10,2,1/0/00,270,1,15,PEJ,PEJ,DJH,
EMMAOR_FLAGC2-01_2015-05-13,EMMAOR_FLAGC2-01,2015-05-13,1,1/0/00,270,1,5,RLM,RLM,CAS,
EMMAOR_FLAGC2-01_2015-06-08,EMMAOR_FLAGC2-01,2015-06-08,2,1/0/00,270,1,24,KEA,KEA,RLM,
EMMAOR_FLAGC2-01_2016-06-02,EMMAOR_FLAGC2-01,2016-06-02,1,1/0/00,270,1,20,KNB,KNB,VLM,Saw woodpecker on snag en route to Pt 1
EMMAOR_FLAGC2-01_2016-06-23,EMMAOR_FLAGC2-01,2016-06-23,2,1/0/00,270,1,12,RSR,RSR,NGS,
EMMAOR_FLAGC2-01_2017-05-24,EMMAOR_FLAGC2-01,2017-05-24,1,1/0/00,270,2,12,JRK,JRK,NSM,No WO
EMMAOR_FLAGC2-01_2017-06-16,EMMAOR_FLAGC2-01,2017-06-16,2,1/0/00,270,1,999,LMH,LMH,SAD,"HAWO C. Overcast, high bird activity, light breeze. No thermometer"
EMMAOR_FLAGC2-01_2019-06-13,EMMAOR_FLAGC2-01,2019-06-13,1,1/0/00,270,0,23,REB,REB,TES,
EMMAOR_FLAGC2-01_2019-07-01,EMMAOR_FLAGC2-01,2019-07-01,2,1/0/00,270,0,18,DHK,DHK,MEW,
EMMAOR_FLAGC2-01_2021-05-26,EMMAOR_FLAGC2-01,2021-05-26,1,1/0/00,270,0,9,TES,TES,CPL,"GRFL, CHSP, ROWR, TUVU"
EMMAOR_FLAGC2-01_2021-06-21,EMMAOR_FLAGC2-01,2021-06-21,2,1/0/00,270,0,18,CPL,CPL,TES,"HAWO, CHSP, AMRO, RECR, NOFL, RBNU, MOCH, BRSP"
EMMAOR_FLAGC2-02_2014-05-12,EMMAOR_FLAGC2-02,2014-05-12,1,1/0/00,270,0,6,DJH,DJH,DJH,Heard WHWO S of pt
EMMAOR_FLAGC2-02_2014-06-10,EMMAOR_FLAGC2-02,2014-06-10,2,1/0/00,270,1,16,PEJ,PEJ,DJH,NOFL 'clear' CA 50m SE
EMMAOR_FLAGC2-02_2015-05-13,EMMAOR_FLAGC2-02,2015-05-13,1,1/0/00,270,2,3,RLM,RLM,CAS,
EMMAOR_FLAGC2-02_2015-06-08,EMMAOR_FLAGC2-02,2015-06-08,2,1/0/00,270,0,24,KEA,KEA,RLM,
EMMAOR_FLAGC2-02_2016-06-02,EMMAOR_FLAGC2-02,2016-06-02,1,1/0/00,270,2,20,KNB,KNB,VLM,
EMMAOR_FLAGC2-02_2016-06-23,EMMAOR_FLAGC2-02,2016-06-23,2,1/0/00,270,1,13,RSR,RSR,NGS,
EMMAOR_FLAGC2-02_2017-05-24,EMMAOR_FLAGC2-02,2017-05-24,1,1/0/00,270,2,11,JRK,JRK,NSM,WISA ~ 75m W
EMMAOR_FLAGC2-02_2017-06-16,EMMAOR_FLAGC2-02,2017-06-16,2,1/0/00,270,0,999,LMH,LMH,SAD,"Jay ""screaming. No WO activity"
EMMAOR_FLAGC2-02_2019-06-13,EMMAOR_FLAGC2-02,2019-06-13,1,1/0/00,270,1,22,REB,REB,TES,
EMMAOR_FLAGC2-02_2019-07-01,EMMAOR_FLAGC2-02,2019-07-01,2,1/0/00,270,0,19,DHK,DHK,MEW,WHWO heard responding to call >50m to the N
EMMAOR_FLAGC2-02_2021-05-26,EMMAOR_FLAGC2-02,2021-05-26,1,1/0/00,270,1,9,TES,TES,CPL,"GRFL, RTHA, WETA"
EMMAOR_FLAGC2-02_2021-06-21,EMMAOR_FLAGC2-02,2021-06-21,2,1/0/00,270,0,16,CPL,CPL,TES,"HAWO, STJA, AMRO, WETA, YRWA, NOFL"
EMMAOR_FLAGC2-03_2014-05-12,EMMAOR_FLAGC2-03,2014-05-12,1,1/0/00,270,0,6,DJH,DJH,DJH,Different WHWO also heard after survey ~100m SE of pt
EMMAOR_FLAGC2-03_2014-06-10,EMMAOR_FLAGC2-03,2014-06-10,2,1/0/00,270,1,16,PEJ,PEJ,DJH,Heard faint woodpecker FOR to N w/15sec remaining
